FID,FID_1,OBJECTID,Id,gridcode,area,perimeter,iso,ORIG_FID,FID_2,MUNI_NUM,MUNI_NAME,MUNI_TYPE,MUNI_NAME_,GOVT_JURIS,COUNTY_NAM,STATE_NAME,STATE_ABBR,FIPS_STATE,FIPS_COUNT,FIPS_MUNI,FIPS_CODE_,SHAPE_AREA,SHAPE_LEN
6944,9270,40133,40133,1,438194,5795,0.163971893000000,9270,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6945,9275,40159,40159,1,12915,590,0.466230039000000,9275,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6946,9280,40184,40184,1,63574,2352,0.144415819000000,9280,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6947,9294,40247,40247,1,24694,816,0.466037636000000,9294,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6948,9295,40250,40250,1,616,113,0.606224786000000,9295,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6949,9300,40274,40274,1,18242,578,0.686161962000000,9300,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6950,9312,40330,40330,1,58033,1162,0.540098076000000,9312,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6951,9313,40331,40331,1,3600,300,0.502654825000000,9313,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6952,9316,40350,40350,1,3600,300,0.502654825000000,9316,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6953,9317,40353,40353,1,616,113,0.606224786000000,9317,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6954,9321,40376,40376,1,1800,180,0.698131701000000,9321,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6955,9322,40380,40380,1,16831,681,0.456063757000000,9322,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6956,9323,40381,40381,1,5585,380,0.486033102000000,9323,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6957,9329,40402,40402,1,900,120,0.785398163000000,9329,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6958,9330,40405,40405,1,900,120,0.785398163000000,9330,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6959,9331,40407,40407,1,10764,486,0.572678679000000,9331,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6960,9332,40409,40409,1,449903,5788,0.168760852000000,9332,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6961,9337,40435,40435,1,900,120,0.785398163000000,9337,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6962,9338,40440,40440,1,4655,336,0.518144622000000,9338,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6963,9343,40460,40460,1,129191,1844,0.477441637000000,9343,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6964,9344,40467,40467,1,4331,297,0.616999979000000,9344,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6965,9357,40552,40552,1,12708,598,0.446565021000000,9357,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6966,9366,40584,40584,1,860140,5255,0.391411488000000,9366,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6967,9367,40585,40585,1,38721,1284,0.295138850000000,9367,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6968,9368,40586,40586,1,22999,799,0.452715390000000,9368,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6969,9372,40609,40609,1,616,113,0.606224786000000,9372,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6970,9379,40647,40647,1,21742,818,0.408321970000000,9379,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6971,9383,40670,40670,1,900,120,0.785398163000000,9383,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6972,9384,40671,40671,1,14448,578,0.543452912000000,9384,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6973,9385,40673,40673,1,900,120,0.785398163000000,9385,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6974,9389,40695,40695,1,2391,209,0.687854952000000,9389,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6975,9393,40710,40710,1,997276,5004,0.500484497000000,9393,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6976,9394,40713,40713,1,616,113,0.606224786000000,9394,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6977,9399,40740,40740,1,1153,165,0.532195604000000,9399,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6978,9402,40754,40754,1,900,120,0.785398163000000,9402,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6979,9403,40767,40767,1,147616,2465,0.305287800000000,9403,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6980,9404,40769,40769,1,767649,9088,0.116798137000000,9404,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6981,9409,40834,40834,1,29462,960,0.401725706000000,9409,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6982,9463,41120,41120,1,576,112,0.577027222000000,9463,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6983,9470,41152,41152,1,900,120,0.785398163000000,9470,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6984,9478,41181,41181,1,900,120,0.785398163000000,9478,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6985,9507,41301,41301,1,900,120,0.785398163000000,9507,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6986,9510,41332,41332,1,8926,473,0.501353978000000,9510,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6987,9515,41352,41352,1,6300,480,0.343611696000000,9515,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6988,9538,41463,41463,1,1395531,7806,0.287800973000000,9538,31,61,East Marlborough,Township,East Marlborough Township,Municipality,Chester,Pennsylvania,PA,42,029,21480,4202921480,433337010.630999982357025,95669.923965699999826
6989,6379,26430,26430,1,2700,240,0.589048623000000,6379,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
6990,6403,26519,26519,1,18250,655,0.534552214000000,6403,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
6991,6417,26569,26569,1,900,120,0.785398163000000,6417,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
6992,6437,26643,26643,1,2779,240,0.606283749000000,6437,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
6993,6446,26682,26682,1,900,120,0.785398163000000,6446,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
6994,6456,26734,26734,1,4250,291,0.630685456000000,6456,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
6995,6473,26792,26792,1,2391,209,0.687854952000000,6473,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
6996,6488,26850,26850,1,900,120,0.785398163000000,6488,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
6997,6576,27206,27206,1,4859,337,0.537646671000000,6576,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
6998,6611,27344,27344,1,5400,360,0.523598776000000,6611,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
6999,6630,27436,27436,1,2700,240,0.589048623000000,6630,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7000,6653,27550,27550,1,3409,247,0.702171113000000,6653,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7001,6654,27551,27551,1,3755,276,0.619443416000000,6654,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7002,6655,27555,27555,1,3319,275,0.551507889000000,6655,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7003,6672,27643,27643,1,2700,217,0.720533472000000,6672,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7004,6706,27798,27798,1,2034,220,0.528099129000000,6706,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7005,6738,27954,27954,1,30898,1192,0.273267335000000,6738,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7006,6750,28005,28005,1,1394,168,0.620660453000000,6750,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7007,6763,28047,28047,1,3291,246,0.683388289000000,6763,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7008,6771,28086,28086,1,616,113,0.606224786000000,6771,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7009,6783,28134,28134,1,9324,480,0.508545311000000,6783,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7010,6805,28226,28226,1,6857,333,0.777061776000000,6805,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7011,6810,28261,28261,1,1800,180,0.698131701000000,6810,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7012,6820,28293,28293,1,616,113,0.606224786000000,6820,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7013,6830,28349,28349,1,4500,360,0.436332313000000,6830,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7014,6842,28400,28400,1,900,120,0.785398163000000,6842,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7015,6865,28491,28491,1,900,120,0.785398163000000,6865,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7016,6866,28498,28498,1,1229,170,0.534396868000000,6866,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7017,6867,28499,28499,1,616,113,0.606224786000000,6867,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7018,6875,28536,28536,1,9761,461,0.577168108000000,6875,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7019,6887,28591,28591,1,3315,234,0.760784546000000,6887,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7020,6907,28672,28672,1,4735,319,0.584720717000000,6907,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7021,6917,28709,28709,1,1800,180,0.698131701000000,6917,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7022,7101,29563,29563,1,16043,522,0.739868336000000,7101,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7023,7139,29739,29739,1,16973,746,0.383257639000000,7139,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7024,7189,29922,29922,1,1800,180,0.698131701000000,7189,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7025,7283,30291,30291,1,27507,886,0.440337475000000,7283,32,1,West Chester,Borough,West Chester Borough,Municipality,Chester,Pennsylvania,PA,42,029,82704,4202982704,51473562.372699998319149,29382.955438100001629
7026,5012,21072,21072,1,18563,908,0.282934777000000,5012,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7027,5021,21110,21110,1,900,120,0.785398163000000,5021,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7028,5029,21146,21146,1,900,120,0.785398163000000,5029,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7029,5046,21222,21222,1,41110,923,0.606392664000000,5046,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7030,5055,21248,21248,1,241174,3647,0.227860383000000,5055,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7031,5056,21249,21249,1,576,112,0.577027222000000,5056,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7032,5057,21251,21251,1,900,120,0.785398163000000,5057,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7033,5101,21417,21417,1,57765,1228,0.481368767000000,5101,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7034,5113,21462,21462,1,1800,180,0.698131701000000,5113,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7035,5125,21506,21506,1,16034,682,0.433194560000000,5125,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7036,5126,21507,21507,1,900,120,0.785398163000000,5126,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7037,5138,21547,21547,1,203684,2602,0.378052570000000,5138,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7038,5139,21548,21548,1,576,112,0.577027222000000,5139,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7039,5149,21589,21589,1,6979,474,0.390342985000000,5149,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7040,5157,21630,21630,1,330341,2850,0.511072630000000,5157,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7041,5162,21659,21659,1,3013,275,0.500660822000000,5162,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7042,5163,21663,21663,1,900,120,0.785398163000000,5163,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7043,5176,21722,21722,1,829274,9387,0.118264467000000,5176,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7044,5177,21726,21726,1,900,120,0.785398163000000,5177,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7045,5228,21955,21955,1,41569,928,0.606573578000000,5228,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7046,5229,21960,21960,1,576,112,0.577027222000000,5229,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7047,5236,21985,21985,1,616,113,0.606224786000000,5236,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7048,5237,21990,21990,1,900,120,0.785398163000000,5237,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7049,5238,21993,21993,1,1800,180,0.698131701000000,5238,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7050,5248,22025,22025,1,1804,229,0.432290242000000,5248,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7051,5249,22029,22029,1,900,120,0.785398163000000,5249,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7052,5260,22062,22062,1,8918,398,0.707475147000000,5260,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7053,5267,22093,22093,1,3699,264,0.666939349000000,5267,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7054,5285,22138,22138,1,1800,180,0.698131701000000,5285,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7055,5302,22193,22193,1,121252,2210,0.311971002000000,5302,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7056,5317,22229,22229,1,27917,704,0.707837052000000,5317,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7057,5330,22271,22271,1,900,120,0.785398163000000,5330,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7058,5358,22366,22366,1,616,113,0.606224786000000,5358,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7059,5359,22368,22368,1,900,120,0.785398163000000,5359,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7060,5378,22424,22424,1,350971,4148,0.256332458000000,5378,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7061,5403,22533,22533,1,1049692,6362,0.325900046000000,5403,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7062,5410,22563,22563,1,8068,428,0.553462519000000,5410,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7063,5411,22564,22564,1,616,113,0.606224786000000,5411,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7064,5418,22603,22603,1,7458,400,0.585749950000000,5418,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7065,5419,22604,22604,1,616,113,0.606224786000000,5419,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7066,5420,22605,22605,1,900,120,0.785398163000000,5420,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7067,5421,22606,22606,1,85053,2503,0.170599519000000,5421,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7068,5435,22686,22686,1,516490,4179,0.371643926000000,5435,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7069,5442,22718,22718,1,5676,391,0.466550583000000,5442,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7070,5464,22794,22794,1,4604,359,0.448906901000000,5464,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7071,5481,22855,22855,1,1243819,8642,0.209285204000000,5481,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7072,5482,22861,22861,1,940554,10586,0.105470212000000,5482,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7073,5540,23145,23145,1,576,112,0.577027222000000,5540,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7074,5541,23146,23146,1,616,113,0.606224786000000,5541,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7075,5542,23147,23147,1,9900,577,0.373674474000000,5542,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
7076,5543,23150,23150,1,49400,1082,0.530251971000000,5543,33,30,East Brandywine,Township,East Brandywine Township,Municipality,Chester,Pennsylvania,PA,42,029,20864,4202920864,313764793.582000017166138,81835.582948600000236
