FID,FID_1,OBJECTID,Id,gridcode,area,perimeter,iso,ORIG_FID,FID_2,MUNI_NUM,MUNI_NAME,MUNI_TYPE,MUNI_NAME_,GOVT_JURIS,COUNTY_NAM,STATE_NAME,STATE_ABBR,FIPS_STATE,FIPS_COUNT,FIPS_MUNI,FIPS_CODE_,SHAPE_AREA,SHAPE_LEN
2721,2805,12990,12990,1,900,120,0.785398163000000,2805,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2722,2806,12991,12991,1,1800,180,0.698131701000000,2806,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2723,2820,13034,13034,1,616,113,0.606224786000000,2820,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2724,2857,13185,13185,1,1318437,6226,0.427416234000000,2857,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2725,2869,13221,13221,1,616,113,0.606224786000000,2869,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2726,2883,13261,13261,1,219026,3651,0.206481844000000,2883,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2727,2884,13264,13264,1,900,120,0.785398163000000,2884,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2728,2928,13408,13408,1,23514,696,0.609983235000000,2928,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2729,2967,13525,13525,1,616,113,0.606224786000000,2967,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2730,2973,13568,13568,1,616,113,0.606224786000000,2973,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2731,3041,13768,13768,1,900,120,0.785398163000000,3041,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2732,3074,13885,13885,1,366303,2445,0.770003346000000,3074,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2733,3159,14234,14234,1,39335,1023,0.472321539000000,3159,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2734,3226,14491,14491,1,10877,602,0.377160333000000,3226,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2735,3240,14540,14540,1,900,120,0.785398163000000,3240,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2736,3254,14598,14598,1,1800,180,0.698131701000000,3254,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2737,3269,14661,14661,1,616,113,0.606224786000000,3269,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2738,3270,14662,14662,1,3303983,14807,0.189371019000000,3270,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2739,3290,14750,14750,1,2721359,9898,0.349060577000000,3290,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2740,3336,14909,14909,1,616,113,0.606224786000000,3336,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2741,3375,15056,15056,1,5400,318,0.671041507000000,3375,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2742,3403,15173,15173,1,900,120,0.785398163000000,3403,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2743,3414,15218,15218,1,900,120,0.785398163000000,3414,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2744,3415,15223,15223,1,900,120,0.785398163000000,3415,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2745,3436,15310,15310,1,295874,2812,0.470203692000000,3436,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2746,3465,15418,15418,1,900,120,0.785398163000000,3465,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2747,3466,15420,15420,1,900,120,0.785398163000000,3466,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2748,3473,15458,15458,1,900,120,0.785398163000000,3473,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2749,3483,15501,15501,1,616,113,0.606224786000000,3483,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2750,3520,15643,15643,1,979816,4564,0.591102940000000,3520,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2751,3531,15699,15699,1,173937,2338,0.399864478000000,3531,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2752,3544,15752,15752,1,900,120,0.785398163000000,3544,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2753,3558,15795,15795,1,821506,4636,0.480323405000000,3558,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2754,3559,15796,15796,1,616,113,0.606224786000000,3559,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2755,3567,15848,15848,1,10287,513,0.491206238000000,3567,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2756,3573,15873,15873,1,576,112,0.577027222000000,3573,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2757,3574,15875,15875,1,576,112,0.577027222000000,3574,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2758,3602,15986,15986,1,1265913,7222,0.304999239000000,3602,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2759,3603,15990,15990,1,12452,562,0.495423205000000,3603,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2760,3626,16075,16075,1,467794,3543,0.468297896000000,3626,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2761,3633,16115,16115,1,669460,4607,0.396367532000000,3633,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2762,3653,16170,16170,1,15157,544,0.643613752000000,3653,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2763,3654,16171,16171,1,2807,230,0.666801556000000,3654,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2764,3685,16264,16264,1,1800,180,0.698131701000000,3685,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2765,3686,16265,16265,1,11432,526,0.519230974000000,3686,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2766,3687,16271,16271,1,25386,658,0.736804641000000,3687,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2767,3688,16272,16272,1,576,112,0.577027222000000,3688,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2768,3689,16273,16273,1,576,112,0.577027222000000,3689,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2769,3703,16316,16316,1,619034,3976,0.492075356000000,3703,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2770,3704,16324,16324,1,2782,225,0.690560850000000,3704,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2771,3712,16369,16369,1,4872,288,0.738128829000000,3712,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2772,3721,16397,16397,1,13989,501,0.700359594000000,3721,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2773,3726,16438,16438,1,717106,4931,0.370615190000000,3726,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2774,3734,16479,16479,1,544231,4028,0.421516148000000,3734,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2775,3743,16513,16513,1,23745,985,0.307545642000000,3743,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2776,3744,16515,16515,1,576,112,0.577027222000000,3744,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2777,3750,16551,16551,1,326439,4879,0.172325785000000,3750,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2778,3761,16589,16589,1,900,120,0.785398163000000,3761,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2779,3814,16810,16810,1,211378,2614,0.388739330000000,3814,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2780,3854,16965,16965,1,492800,3131,0.631705165000000,3854,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2781,3935,17294,17294,1,195620,2144,0.534778029000000,3935,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2782,3946,17343,17343,1,616,113,0.606224786000000,3946,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2783,3981,17469,17469,1,900,120,0.785398163000000,3981,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2784,4010,17590,17590,1,2418,224,0.605578048000000,4010,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2785,4021,17625,17625,1,7200,360,0.698131701000000,4021,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2786,4037,17666,17666,1,12323,543,0.525202341000000,4037,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2787,4038,17668,17668,1,1800,180,0.698131701000000,4038,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2788,4059,17715,17715,1,616,113,0.606224786000000,4059,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2789,4060,17716,17716,1,616,113,0.606224786000000,4060,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2790,4078,17798,17798,1,120885,1394,0.781729914000000,4078,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2791,4106,17883,17883,1,1189558,8921,0.187831492000000,4106,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2792,4133,17996,17996,1,3600,240,0.785398163000000,4133,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2793,4134,17998,17998,1,1046649,5553,0.426535890000000,4134,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2794,4135,17999,17999,1,4395720,28167,0.069623956000000,4135,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2795,4146,18037,18037,1,900,120,0.785398163000000,4146,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2796,4147,18041,18041,1,2391,209,0.687854952000000,4147,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2797,4169,18125,18125,1,1454080,8389,0.259643692000000,4169,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2798,4170,18127,18127,1,616,113,0.606224786000000,4170,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2799,4171,18130,18130,1,3842,289,0.578058164000000,4171,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2800,4186,18189,18189,1,6105,361,0.588682504000000,4186,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2801,4197,18235,18235,1,1296,173,0.544155044000000,4197,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2802,4205,18275,18275,1,11876,469,0.678475809000000,4205,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2803,4216,18310,18310,1,616,113,0.606224786000000,4216,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2804,4234,18364,18364,1,900,120,0.785398163000000,4234,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2805,4235,18367,18367,1,616,113,0.606224786000000,4235,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2806,4266,18461,18461,1,6763,416,0.491091696000000,4266,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2807,4267,18466,18466,1,616,113,0.606224786000000,4267,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2808,4281,18510,18510,1,900,120,0.785398163000000,4281,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2809,4297,18558,18558,1,111100,1376,0.737372701000000,4297,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2810,4298,18560,18560,1,900,120,0.785398163000000,4298,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2811,4308,18595,18595,1,2700,240,0.589048623000000,4308,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2812,4309,18597,18597,1,1215,170,0.528309353000000,4309,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2813,4319,18637,18637,1,576,112,0.577027222000000,4319,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2814,4329,18672,18672,1,4397,384,0.374717418000000,4329,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2815,4411,18964,18964,1,130211,2253,0.322355552000000,4411,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2816,4442,19062,19062,1,576,112,0.577027222000000,4442,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2817,4473,19149,19149,1,8100,360,0.785398163000000,4473,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2818,4504,19256,19256,1,576,112,0.577027222000000,4504,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2819,4505,19259,19259,1,1385498,9373,0.198179411000000,4505,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2820,4537,19354,19354,1,975419,6764,0.267913055000000,4537,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2821,4558,19449,19449,1,3189,270,0.549714073000000,4558,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2822,4570,19482,19482,1,525652,3673,0.489628094000000,4570,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2823,4584,19514,19514,1,900,120,0.785398163000000,4584,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2824,4585,19517,19517,1,124157,1688,0.547565642000000,4585,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2825,4597,19555,19555,1,8616,399,0.680095283000000,4597,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2826,4598,19558,19558,1,900,120,0.785398163000000,4598,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2827,4615,19607,19607,1,2700,240,0.589048623000000,4615,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2828,4616,19608,19608,1,1105991,7082,0.277108350000000,4616,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2829,4617,19611,19611,1,900,120,0.785398163000000,4617,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2830,4618,19612,19612,1,1229,170,0.534396868000000,4618,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2831,4635,19650,19650,1,1296,173,0.544155044000000,4635,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2832,4636,19651,19651,1,900,120,0.785398163000000,4636,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2833,4673,19762,19762,1,2187,228,0.528675218000000,4673,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2834,4674,19764,19764,1,900,120,0.785398163000000,4674,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2835,4827,20301,20301,1,900,120,0.785398163000000,4827,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2836,4909,20666,20666,1,1912600,10687,0.210437143000000,4909,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2837,4938,20852,20852,1,2468289,11781,0.223481491000000,4938,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2838,4955,20898,20898,1,44342,836,0.797283152000000,4955,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2839,4956,20899,20899,1,9155,396,0.733631281000000,4956,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2840,4972,20950,20950,1,26064,774,0.546725096000000,4972,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2841,4983,20986,20986,1,1800,180,0.698131701000000,4983,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2842,4995,21024,21024,1,900,120,0.785398163000000,4995,52,22,Honey Brook,Township,Honey Brook Township,Municipality,Chester,Pennsylvania,PA,42,029,35536,4202935536,701989687.631000041961670,131954.049926999985473
2843,1844,9276,9276,1,17740,566,0.695874011000000,1844,53,32,Upper Uwchlan,Township,Upper Uwchlan Township,Municipality,Chester,Pennsylvania,PA,42,029,79352,4202979352,326794365.765999972820282,100760.219138000000385
2844,1878,9425,9425,1,13439,632,0.422807479000000,1878,53,32,Upper Uwchlan,Township,Upper Uwchlan Township,Municipality,Chester,Pennsylvania,PA,42,029,79352,4202979352,326794365.765999972820282,100760.219138000000385
2845,1891,9476,9476,1,900,120,0.785398163000000,1891,53,32,Upper Uwchlan,Township,Upper Uwchlan Township,Municipality,Chester,Pennsylvania,PA,42,029,79352,4202979352,326794365.765999972820282,100760.219138000000385
2846,1892,9477,9477,1,900,120,0.785398163000000,1892,53,32,Upper Uwchlan,Township,Upper Uwchlan Township,Municipality,Chester,Pennsylvania,PA,42,029,79352,4202979352,326794365.765999972820282,100760.219138000000385
2847,1912,9560,9560,1,2412,198,0.773137586000000,1912,53,32,Upper Uwchlan,Township,Upper Uwchlan Township,Municipality,Chester,Pennsylvania,PA,42,029,79352,4202979352,326794365.765999972820282,100760.219138000000385
2848,1913,9561,9561,1,900,120,0.785398163000000,1913,53,32,Upper Uwchlan,Township,Upper Uwchlan Township,Municipality,Chester,Pennsylvania,PA,42,029,79352,4202979352,326794365.765999972820282,100760.219138000000385
2849,1929,9606,9606,1,616,113,0.606224786000000,1929,53,32,Upper Uwchlan,Township,Upper Uwchlan Township,Municipality,Chester,Pennsylvania,PA,42,029,79352,4202979352,326794365.765999972820282,100760.219138000000385
2850,1965,9772,9772,1,245066,2485,0.498700886000000,1965,53,32,Upper Uwchlan,Township,Upper Uwchlan Township,Municipality,Chester,Pennsylvania,PA,42,029,79352,4202979352,326794365.765999972820282,100760.219138000000385
2851,2003,9910,9910,1,5706,372,0.518150297000000,2003,53,32,Upper Uwchlan,Township,Upper Uwchlan Township,Municipality,Chester,Pennsylvania,PA,42,029,79352,4202979352,326794365.765999972820282,100760.219138000000385
2852,2019,9953,9953,1,16712,589,0.605351609000000,2019,53,32,Upper Uwchlan,Township,Upper Uwchlan Township,Municipality,Chester,Pennsylvania,PA,42,029,79352,4202979352,326794365.765999972820282,100760.219138000000385
