"","OBJECTID","FID","COUNT","AREA","MEAN"
"608",608,607,56,219542400,0.090960084460676
"609",609,608,64,250905600,0.088786968728527
"610",610,609,56,219542400,0.08696087449789
"611",611,610,64,250905600,0.09144512261264
"612",612,611,49,192099600,0.08253304128136
"613",613,612,56,219542400,0.08345605100372
"614",614,613,56,219542400,0.084206898829767
"615",615,614,49,192099600,0.084724572088037
"616",616,615,56,219542400,0.085759436977761
"617",617,616,49,192099600,0.086866562159694
"618",618,617,56,219542400,0.088003292280648
"619",619,618,56,219542400,0.089578017326338
"620",620,619,49,192099600,0.091031664792372
"621",621,620,56,219542400,0.092074998787471
"622",622,621,49,192099600,0.092450273888452
"623",623,622,56,219542400,0.092459153916155
"624",624,623,49,192099600,0.092705840815087
"625",625,624,64,250905600,0.080671502044424
"626",626,625,56,219542400,0.081770496309868
"627",627,626,64,250905600,0.082712829811499
"628",628,627,64,250905600,0.083813378820196
"629",629,628,56,219542400,0.084840091477547
"630",630,629,64,250905600,0.08561549836304
"631",631,630,56,219542400,0.086945674648242
"632",632,631,64,250905600,0.087923359242268
"633",633,632,64,250905600,0.089988320600241
"634",634,633,56,219542400,0.091641120878713
"635",635,634,64,250905600,0.092649892321788
"636",636,635,56,219542400,0.093709906563163
"637",637,636,64,250905600,0.094793680123985
"638",638,637,64,250905600,0.085545108653605
"639",639,638,56,219542400,0.085689522459039
"640",640,639,56,219542400,0.086051452771894
"641",641,640,49,192099600,0.086059788203969
"642",642,641,64,250905600,0.085565574583597
"643",643,642,64,250905600,0.086223622900434
"644",644,643,56,219542400,0.086654578867768
"645",645,644,49,192099600,0.085705919837465
"646",646,645,56,219542400,0.085994430418525
"647",647,646,56,219542400,0.086464000067541
"648",648,647,49,192099600,0.086858744219858
"649",649,648,56,219542400,0.087046391197613
"650",650,649,64,250905600,0.086808938300237
"651",651,650,56,219542400,0.08664841737066
"652",652,651,64,250905600,0.086712516029365
"653",653,652,64,250905600,0.086858987226151
"654",654,653,56,219542400,0.087069688364863
"655",655,654,64,250905600,0.087227822630666
"656",656,655,56,219542400,0.087411596971963
"657",657,656,56,219542400,0.087376328451293
"658",658,657,49,192099600,0.087337185077521
"659",659,658,56,219542400,0.087165921660406
"660",660,659,56,219542400,0.087181661677148
"661",661,660,49,192099600,0.087270469233698
